date,gl_id,gl_account,actuals,plan,variance,variance_pct
2025-02-01,6041,general_and_admin_staff,52430.54846,55833.0,-3402.451540000002,-0.06093979438683219
2025-02-01,6042,general_and_admin_non_staff,11255.73009,10939.0,316.7300899999991,0.028954208794222426
2025-02-01,6050,data,8673.103346,9000.0,-326.8966540000001,-0.036321850444444456
2025-02-01,6051,data_staff,8673.103346,9000.0,-326.8966540000001,-0.036321850444444456
2025-02-01,6052,data_non_staff,0.0,0.0,0.0,0.0
2025-02-01,7000,total_cost,1128201.6261504001,1135089.0,-6887.373849599855,-0.00606769499977522
2025-02-01,7001,total_cost_pct,0.07904753809422094,0.0747014807502468,0.004346057343974141,0.05817899859983409
2025-02-01,8000,ebitda,13669866.7586018,14586700.0,-916833.2413982004,-0.062854054816936
2025-02-01,8001,ebitda_pct,0.957780318958209,0.9599670944389602,-0.0021867754807511908,-0.0022779692068812234
2025-03-01,1000,revenue,14745607.106439,15449294.23,-703687.1235610005,-0.0455481728216785
2025-03-01,1010,subscriptions,14744583.7,15448294.23,-703710.5300000012,-0.04555263639615448
2025-03-01,1020,services,489.5414422,500.0,-10.458557799999994,-0.020917115599999987
2025-03-01,1030,others,533.8649968,500.0,33.86499679999997,0.06772999359999994
2025-03-01,2000,cogs,628546.0067866,618472.0,10074.006786599988,0.016288541415941205
2025-03-01,2001,cogs_pct,0.042625983606475674,0.040032378877154697,0.002593604729320978,0.06478767442923739
2025-03-01,2010,payment_fees,628085.4427,617972.0,10113.442700000014,0.01636553549351753
2025-03-01,2020,other_costs,460.5640866,500.0,-39.435913400000004,-0.0788718268
2025-03-01,3000,gross_margin,14117061.0996524,14830822.23,-713761.1303476002,-0.048126875184559485
2025-03-01,3001,gross_margin_pct,0.9573740163935244,0.9599676211228453,-0.0025936047293209086,-0.002701762718087561
2025-03-01,4000,commercial_costs,218558.91660199998,227344.0,-8785.083398000017,-0.03864224874199459
2025-03-01,4001,commercial_costs_pct,0.014821967995238482,0.014715494223583054,0.00010647377165542808,0.007235487305944043
2025-03-01,4010,sales,111814.79572,118451.0,-6636.204280000005,-0.05602489029218838
2025-03-01,4011,sales_staff,100450.0223,108000.0,-7549.977700000003,-0.06990720092592595
2025-03-01,4012,sales_non_staff,11364.77342,10451.0,913.7734199999995,0.08743406563965166
2025-03-01,4020,marketing,91356.20272,93176.0,-1819.7972799999989,-0.019530751266420527
2025-03-01,4021,marketing_staff,79683.8819,80417.0,-733.118100000007,-0.009116456719350473
2025-03-01,4022,marketing_non_staff,11672.32082,12759.0,-1086.6791799999992,-0.08516961987616578
2025-03-01,4030,csm,15387.918162,15717.0,-329.08183800000006,-0.020937954953235353
2025-03-01,4031,csm_staff,8325.344401,8417.0,-91.65559899999971,-0.010889342877509768
2025-03-01,4032,csm_non_staff,7062.573761,7300.0,-237.42623900000035,-0.03252414232876717
2025-03-01,5000,contribution_margin,14117061.0996524,14830822.23,-713761.1303476002,-0.048126875184559485
2025-03-01,5001,contribution_margin_pct,0.9573740163935244,0.9599676211228453,-0.0025936047293209086,-0.002701762718087561
2025-03-01,6000,fixed_costs,313990.265528,299445.0,14545.265528000018,0.04857408047554649
2025-03-01,6001,fixed_costs_pct,0.021293817423827136,0.01938243880542626,0.0019113786184008774,0.09861393798729666
2025-03-01,6010,development,188340.01626,178429.0,9911.016260000004,0.05554599454124612
2025-03-01,6011,development_staff,169850.7982,158750.0,11100.79819999999,0.06992628787401568
2025-03-01,6012,development_non_staff,18489.21806,19679.0,-1189.7819400000008,-0.06045947151786172
2025-03-01,6020,product,43369.762233999994,40544.0,2825.7622339999944,0.06969618769731635
2025-03-01,6021,product_staff,39743.28191,37000.0,2743.281909999998,0.07414275432432427
2025-03-01,6022,product_non_staff,3626.480324,3544.0,82.48032400000011,0.023273229119638857
2025-03-01,6030,talent,4889.989012,4700.0,189.989012,0.04042319404255319
2025-03-01,6031,talent_staff,4889.989012,4700.0,189.989012,0.04042319404255319
2025-03-01,6032,talent_non_staff,0.0,0.0,0.0,0.0
2025-03-01,6040,general_and_admin,69136.35172,66772.0,2364.351720000006,0.035409329060085155
2025-03-01,6041,general_and_admin_staff,57592.59694,55833.0,1759.596940000003,0.03151535722601335
2025-03-01,6042,general_and_admin_non_staff,11543.75478,10939.0,604.7547799999993,0.05528428375537063
2025-03-01,6050,data,8254.146302,9000.0,-745.8536980000008,-0.0828726331111112
2025-03-01,6051,data_staff,8254.146302,9000.0,-745.8536980000008,-0.0828726331111112
2025-03-01,6052,data_non_staff,0.0,0.0,0.0,0.0
2025-03-01,7000,total_cost,1161095.1889166,1145261.0,15834.188916600076,0.013825834387620006
2025-03-01,7001,total_cost_pct,0.0787417690255413,0.07413031190616401,0.004611457119377285,0.06220744255352092
2025-03-01,8000,ebitda,14117061.0996524,14830822.23,-713761.1303476002,-0.048126875184559485
2025-03-01,8001,ebitda_pct,0.9573740163935244,0.9599676211228453,-0.0025936047293209086,-0.002701762718087561
2025-04-01,1000,revenue,14192329.2479928,15703878.21,-1511548.9620072003,-0.09625322750176883
2025-04-01,1010,subscriptions,14191396.43,15702878.21,-1511481.7800000012,-0.09625507883245571
2025-04-01,1020,services,478.85349,500.0,-21.146509999999978,-0.04229301999999996
2025-04-01,1030,others,453.9645028,500.0,-46.03549720000001,-0.09207099440000002
2025-04-01,2000,cogs,638873.4597601,628655.0,10218.459760099999,0.016254479420508863
2025-04-01,2001,cogs_pct,0.045015405758744985,0.04003183109250565,0.004983574666239332,0.1244903000995202
2025-04-01,2010,payment_fees,638409.8424,628155.0,10254.842399999965,0.01632533753611762
2025-04-01,2020,other_costs,463.6173601,500.0,-36.382639900000015,-0.07276527980000003
2025-04-01,3000,gross_margin,13553455.7882327,15075223.21,-1521767.4217673,-0.10094493464997921
2025-04-01,3001,gross_margin_pct,0.954984594241255,0.9599681689074944,-0.004983574666239332,-0.005191395743789048
2025-04-01,4000,commercial_costs,228508.508827,227344.0,1164.5088270000124,0.005122232506685958
2025-04-01,4001,commercial_costs_pct,0.016100846086227714,0.014476933465723815,0.0016239126205039,0.11217241720069672
2025-04-01,4010,sales,116285.06275000001,118451.0,-2165.937249999988,-0.01828551257481987
2025-04-01,4011,sales_staff,106242.767,108000.0,-1757.232999999993,-0.01627067592592586
2025-04-01,4012,sales_non_staff,10042.29575,10451.0,-408.7042500000007,-0.03910671227633726
2025-04-01,4020,marketing,95865.16166,93176.0,2689.161659999998,0.028861097922211705
2025-04-01,4021,marketing_staff,82561.92209,80417.0,2144.9220899999927,0.026672495740950205
2025-04-01,4022,marketing_non_staff,13303.23957,12759.0,544.2395699999997,0.04265534681401362
2025-04-01,4030,csm,16358.284417,15717.0,641.2844170000008,0.04080196074314441
2025-04-01,4031,csm_staff,9049.552808,8417.0,632.5528080000004,0.07515181275989075
2025-04-01,4032,csm_non_staff,7308.731609,7300.0,8.73160900000039,0.0011961108219178617
2025-04-01,5000,contribution_margin,13553455.7882327,15075223.21,-1521767.4217673,-0.10094493464997921
2025-04-01,5001,contribution_margin_pct,0.954984594241255,0.9599681689074944,-0.004983574666239332,-0.005191395743789048
2025-04-01,6000,fixed_costs,294324.659441,299445.0,-5120.340558999975,-0.01709943581959951
2025-04-01,6001,fixed_costs_pct,0.02073829138952832,0.01906821970953123,0.0016700716799970886,0.08758403801915
2025-04-01,6010,development,172101.56121,178429.0,-6327.438789999986,-0.035461941668674855
2025-04-01,6011,development_staff,153131.2068,158750.0,-5618.7931999999855,-0.03539397291338574
2025-04-01,6012,development_non_staff,18970.35441,19679.0,-708.6455900000001,-0.036010243914833075
2025-04-01,6020,product,39388.579135,40544.0,-1155.420865,-0.028497949511641675
2025-04-01,6021,product_staff,36057.18967,37000.0,-942.8103300000002,-0.025481360270270276
2025-04-01,6022,product_non_staff,3331.389465,3544.0,-212.6105349999998,-0.05999168594808121
2025-04-01,6030,talent,5042.274747,4700.0,342.2747470000004,0.07282441425531923
2025-04-01,6031,talent_staff,5042.274747,4700.0,342.2747470000004,0.07282441425531923
2025-04-01,6032,talent_non_staff,0.0,0.0,0.0,0.0
2025-04-01,6040,general_and_admin,68453.85407,66772.0,1681.8540700000012,0.025188013987899136
2025-04-01,6041,general_and_admin_staff,58310.41526,55833.0,2477.4152600000016,0.0443718815037702
2025-04-01,6042,general_and_admin_non_staff,10143.43881,10939.0,-795.5611900000004,-0.07272704909041049
2025-04-01,6050,data,9338.390279,9000.0,338.3902789999993,0.03759891988888881
2025-04-01,6051,data_staff,9338.390279,9000.0,338.3902789999993,0.03759891988888881
2025-04-01,6052,data_non_staff,0.0,0.0,0.0,0.0
2025-04-01,7000,total_cost,1161706.6280281001,1155444.0,6262.628028100124,0.005420105196011337
2025-04-01,7001,total_cost_pct,0.08185454323450103,0.07357698426776069,0.008277558966740345,0.11250201471450268
2025-04-01,8000,ebitda,13553455.7882327,15075223.21,-1521767.4217673,-0.10094493464997921
2025-04-01,8001,ebitda_pct,0.954984594241255,0.9599681689074944,-0.004983574666239332,-0.005191395743789048
2025-05-01,1000,revenue,15553942.5052787,15958747.59,-404805.08472130075,-0.025365717606496762
2025-05-01,1010,subscriptions,15552931.2,15957747.59,-404816.3900000006,-0.025368015612283575
2025-05-01,1020,services,507.9025575,500.0,7.9025575,0.015805115
2025-05-01,1030,others,503.4027212,500.0,3.4027211999999736,0.006805442399999947
2025-05-01,2000,cogs,590557.6412246,638850.0,-48292.358775399975,-0.0755926411135634
2025-05-01,2001,cogs_pct,0.037968356963141436,0.04003133681995907,-0.0020629798568176302,-0.05153412353166925
2025-05-01,2010,payment_fees,590018.1491,638350.0,-48331.85089999996,-0.07571371645648933
2025-05-01,2020,other_costs,539.4921246,500.0,39.49212460000001,0.07898424920000002
2025-05-01,3000,gross_margin,14963384.864054099,15319897.59,-356512.7259459011,-0.02327122122399913
2025-05-01,3001,gross_margin_pct,0.9620316430368585,0.9599686631800409,0.0020629798568175817,0.0021490074998736417
2025-05-01,4000,commercial_costs,229523.14443599997,227344.0,2179.144435999973,0.009585229590400332
2025-05-01,4001,commercial_costs_pct,0.014756589485791425,0.01424572941691598,0.0005108600688754454,0.03586057645239482
2025-05-01,4010,sales,120717.53712,118451.0,2266.5371199999936,0.019134807810824675
2025-05-01,4011,sales_staff,109812.3675,108000.0,1812.367499999993,0.01678118055555549
2025-05-01,4012,sales_non_staff,10905.16962,10451.0,454.1696200000006,0.0434570490862119
2025-05-01,4020,marketing,94264.96698,93176.0,1088.9669799999974,0.011687204644972927
2025-05-01,4021,marketing_staff,82584.12242,80417.0,2167.1224199999997,0.026948560876431597
2025-05-01,4022,marketing_non_staff,11680.84456,12759.0,-1078.1554400000005,-0.08450156281840274
2025-05-01,4030,csm,14540.640336,15717.0,-1176.3596639999996,-0.07484632334414962
2025-05-01,4031,csm_staff,7582.881256,8417.0,-834.1187440000003,-0.09909929238446007
2025-05-01,4032,csm_non_staff,6957.75908,7300.0,-342.2409200000002,-0.04688231780821921
2025-05-01,5000,contribution_margin,14963384.864054099,15319897.59,-356512.7259459011,-0.02327122122399913
2025-05-01,5001,contribution_margin_pct,0.9620316430368585,0.9599686631800409,0.0020629798568175817,0.0021490074998736417
2025-05-01,6000,fixed_costs,291588.91131800006,299445.0,-7856.088681999943,-0.026235497944530527
2025-05-01,6001,fixed_costs_pct,0.018746945426797133,0.01876369046576292,-1.6745038965787495e-05,-0.0008924171391731947
2025-05-01,6010,development,173042.60912,178429.0,-5386.390879999992,-0.030187866770536132
2025-05-01,6011,development_staff,151743.4868,158750.0,-7006.513199999987,-0.044135516220472355
2025-05-01,6012,development_non_staff,21299.12232,19679.0,1620.1223199999986,0.08232747192438633
2025-05-01,6020,product,39967.744339,40544.0,-576.2556610000029,-0.014213093454025327
2025-05-01,6021,product_staff,36118.64443,37000.0,-881.3555699999997,-0.023820420810810802
2025-05-01,6022,product_non_staff,3849.099909,3544.0,305.099909,0.08608913910835216
2025-05-01,6030,talent,5143.885975,4700.0,443.88597500000014,0.09444382446808514
2025-05-01,6031,talent_staff,5143.885975,4700.0,443.88597500000014,0.09444382446808514
2025-05-01,6032,talent_non_staff,0.0,0.0,0.0,0.0
2025-05-01,6040,general_and_admin,64740.64425,66772.0,-2031.3557500000024,-0.03042226906487753
2025-05-01,6041,general_and_admin_staff,53824.32215,55833.0,-2008.67785,-0.03597653448677306
2025-05-01,6042,general_and_admin_non_staff,10916.3221,10939.0,-22.67790000000059,-0.00207312368589456
2025-05-01,6050,data,8694.027634,9000.0,-305.97236599999997,-0.033996929555555555
2025-05-01,6051,data_staff,8694.027634,9000.0,-305.97236599999997,-0.033996929555555555
2025-05-01,6052,data_non_staff,0.0,0.0,0.0,0.0
2025-05-01,7000,total_cost,1111669.6969786002,1165639.0,-53969.30302139977,-0.04630018643971227
2025-05-01,7001,total_cost_pct,0.07147189187573,0.07304075670263797,-0.0015688648269079758,-0.021479306865550503
2025-05-01,8000,ebitda,14963384.864054099,15319897.59,-356512.7259459011,-0.02327122122399913
2025-05-01,8001,ebitda_pct,0.9620316430368585,0.9599686631800409,0.0020629798568175817,0.0021490074998736417
2025-06-01,1000,revenue,17529573.850016803,16213898.14,1315675.710016802,0.0811449349599036
2025-06-01,1010,subscriptions,17528573.26,16212898.14,1315675.120000001,0.08114990352983252
2025-06-01,1020,services,541.4465642,500.0,41.44656420000001,0.08289312840000003
2025-06-01,1030,others,459.1434526,500.0,-40.85654740000001,-0.08171309480000002
2025-06-01,2000,cogs,636549.7030515,649056.0,-12506.296948499978,-0.01926844054827315
2025-06-01,2001,cogs_pct,0.03631290232710876,0.04003084233018377,-0.0037179400030750154,-0.0928768865868116
2025-06-01,2010,payment_fees,636066.9025,648556.0,-12489.097500000033,-0.019256775821979957
2025-06-01,2020,other_costs,482.8005515,500.0,-17.199448500000017,-0.03439889700000003
2025-06-01,3000,gross_margin,16893024.146965303,15564842.14,1328182.006965302,0.08533218615510493
2025-06-01,3001,gross_margin_pct,0.9636870976728913,0.9599691576698163,0.0037179400030750154,0.003872978598708074
2025-06-01,4000,commercial_costs,233282.193479,227344.0,5938.193479000009,0.026119860119466574
2025-06-01,4001,commercial_costs_pct,0.013307921543042896,0.01402155101980923,-0.0007136294767663351,-0.050895188111368034
2025-06-01,4010,sales,121839.191388,118451.0,3388.1913880000066,0.028604160268803188
2025-06-01,4011,sales_staff,112066.1495,108000.0,4066.1494999999995,0.037649532407407406
2025-06-01,4012,sales_non_staff,9773.041888,10451.0,-677.9581120000003,-0.06487016668261412
2025-06-01,4020,marketing,95491.92817,93176.0,2315.928169999999,0.024855415235683
2025-06-01,4021,marketing_staff,82538.84928,80417.0,2121.849279999995,0.026385581158212754
2025-06-01,4022,marketing_non_staff,12953.07889,12759.0,194.07889000000068,0.015211136452700108
2025-06-01,4030,csm,15951.073921,15717.0,234.07392099999925,0.014893040720239184
2025-06-01,4031,csm_staff,8644.954826,8417.0,227.95482599999923,0.027082669122014878
2025-06-01,4032,csm_non_staff,7306.119095,7300.0,6.119095000000016,0.000838232191780824
2025-06-01,5000,contribution_margin,16893024.146965303,15564842.14,1328182.006965302,0.08533218615510493
2025-06-01,5001,contribution_margin_pct,0.9636870976728913,0.9599691576698163,0.0037179400030750154,0.003872978598708074
2025-06-01,6000,fixed_costs,306122.8813479999,299445.0,6677.881347999908,0.02230086108634276
2025-06-01,6001,fixed_costs_pct,0.01746322437540069,0.018468415023606407,-0.0010051906482057178,-0.054427553578413675
2025-06-01,6010,development,188482.40798999998,178429.0,10053.407989999978,0.05634402473813101
2025-06-01,6011,development_staff,168117.2779,158750.0,9367.277899999986,0.059006474960629836
2025-06-01,6012,development_non_staff,20365.13009,19679.0,686.1300899999987,0.03486610549316524
2025-06-01,6020,product,42122.551665,40544.0,1578.551664999999,0.03893428534431726
2025-06-01,6021,product_staff,38619.99365,37000.0,1619.9936499999967,0.043783612162162075
2025-06-01,6022,product_non_staff,3502.558015,3544.0,-41.44198499999993,-0.011693562358916458
2025-06-01,6030,talent,4336.524422,4700.0,-363.4755779999996,-0.07733522936170203
2025-06-01,6031,talent_staff,4336.524422,4700.0,-363.4755779999996,-0.07733522936170203
2025-06-01,6032,talent_non_staff,0.0,0.0,0.0,0.0
2025-06-01,6040,general_and_admin,62222.334950000004,66772.0,-4549.665049999996,-0.06813731878631756
2025-06-01,6041,general_and_admin_staff,51281.85846,55833.0,-4551.141539999997,-0.08151346945354893
2025-06-01,6042,general_and_admin_non_staff,10940.47649,10939.0,1.476489999999103,0.0001349748605904656
2025-06-01,6050,data,8959.062321,9000.0,-40.93767900000057,-0.004548631000000063
2025-06-01,6051,data_staff,8959.062321,9000.0,-40.93767900000057,-0.004548631000000063
2025-06-01,6052,data_non_staff,0.0,0.0,0.0,0.0
2025-06-01,7000,total_cost,1175954.7778785,1175845.0,109.77787850005552,9.336084135243636e-05
2025-06-01,7001,total_cost_pct,0.06708404824555235,0.07252080837359941,-0.005436760128047058,-0.07496827807046708
2025-06-01,8000,ebitda,16893024.146965303,15564842.14,1328182.006965302,0.08533218615510493
2025-06-01,8001,ebitda_pct,0.9636870976728913,0.9599691576698163,0.0037179400030750154,0.003872978598708074
2025-07-01,1000,revenue,15420389.257646402,16469325.76,-1048936.5023535974,-0.06369031238068106
2025-07-01,1010,subscriptions,15419381.14,16468325.76,-1048944.6199999992,-0.0636946727485672
2025-07-01,1020,services,514.5335732,500.0,14.533573199999978,0.029067146399999955
2025-07-01,1030,others,493.5840732,500.0,-6.4159268000000225,-0.012831853600000045
2025-07-01,2000,cogs,621774.6303456001,659273.0,-37498.369654399925,-0.05687836397729002
2025-07-01,2001,cogs_pct,0.040321591106222236,0.040030357624063415,0.00029123348215882167,0.007275315521631831
2025-07-01,2010,payment_fees,621321.1985,658773.0,-37451.80149999994,-0.05685084467639072
2025-07-01,2020,other_costs,453.4318456,500.0,-46.568154400000026,-0.09313630880000005
2025-07-01,3000,gross_margin,14798614.627300803,15810052.76,-1011438.1326991972,-0.0639743679577194
2025-07-01,3001,gross_margin_pct,0.9596784088937778,0.9599696423759366,-0.00029123348215887024,-0.00030337780415437283
2025-07-01,4000,commercial_costs,214676.649906,227344.0,-12667.350093999994,-0.05571886697691601
2025-07-01,4001,commercial_costs_pct,0.013921610299140132,0.013804086658614979,0.00011752364052515334,0.008513684637861074
2025-07-01,4010,sales,112375.89204400001,118451.0,-6075.107955999993,-0.05128794147791063
2025-07-01,4011,sales_staff,102780.2286,108000.0,-5219.771399999998,-0.04833121666666665
2025-07-01,4012,sales_non_staff,9595.663444,10451.0,-855.3365560000002,-0.08184255631040094
2025-07-01,4020,marketing,87729.75583000001,93176.0,-5446.244169999991,-0.058451148042414254
2025-07-01,4021,marketing_staff,74282.8098,80417.0,-6134.190199999997,-0.07627976920302917
2025-07-01,4022,marketing_non_staff,13446.94603,12759.0,687.9460299999992,0.05391849126107055
2025-07-01,4030,csm,14571.002032,15717.0,-1145.9979679999997,-0.07291454908697587
2025-07-01,4031,csm_staff,7622.412752,8417.0,-794.5872479999998,-0.09440266698348578
2025-07-01,4032,csm_non_staff,6948.58928,7300.0,-351.41071999999986,-0.04813845479452053
2025-07-01,5000,contribution_margin,14798614.627300803,15810052.76,-1011438.1326991972,-0.0639743679577194
2025-07-01,5001,contribution_margin_pct,0.9596784088937778,0.9599696423759366,-0.00029123348215887024,-0.00030337780415437283
2025-07-01,6000,fixed_costs,294915.578059,299445.0,-4529.421940999979,-0.015126056340897255
2025-07-01,6001,fixed_costs_pct,0.019125041082394354,0.018181982939901482,0.0009430581424928718,0.051867727827599734
2025-07-01,6010,development,178709.15909,178429.0,280.159090000001,0.0015701432502564102
2025-07-01,6011,development_staff,159620.4449,158750.0,870.4449000000022,0.0054831174803149745
2025-07-01,6012,development_non_staff,19088.71419,19679.0,-590.2858100000012,-0.02999572183545918
2025-07-01,6020,product,40254.215112000005,40544.0,-289.7848879999947,-0.007147417324388188
2025-07-01,6021,product_staff,36375.39319,37000.0,-624.6068099999975,-0.016881265135135066
2025-07-01,6022,product_non_staff,3878.821922,3544.0,334.8219220000001,0.09447571162528219
2025-07-01,6030,talent,4695.568267,4700.0,-4.431733000000349,-0.0009429219148936914
2025-07-01,6031,talent_staff,4695.568267,4700.0,-4.431733000000349,-0.0009429219148936914
2025-07-01,6032,talent_non_staff,0.0,0.0,0.0,0.0
2025-07-01,6040,general_and_admin,62375.92839,66772.0,-4396.071609999999,-0.06583705160845862
