date,gl_id,gl_account,value_type_id,type,amount
2025-05-01,6022,product_non_staff,1,actuals,3849.099909
2025-05-01,6030,talent,1,actuals,5143.885975
2025-05-01,6031,talent_staff,1,actuals,5143.885975
2025-05-01,6032,talent_non_staff,1,actuals,0.0
2025-05-01,6040,general_and_admin,1,actuals,64740.64425
2025-05-01,6041,general_and_admin_staff,1,actuals,53824.32215
2025-05-01,6042,general_and_admin_non_staff,1,actuals,10916.3221
2025-05-01,6050,data,1,actuals,8694.027634
2025-05-01,6051,data_staff,1,actuals,8694.027634
2025-05-01,6052,data_non_staff,1,actuals,0.0
2025-06-01,1000,revenue,1,actuals,17529573.850016803
2025-06-01,1010,subscriptions,1,actuals,17528573.26
2025-06-01,1020,services,1,actuals,541.4465642
2025-06-01,1030,others,1,actuals,459.1434526
2025-06-01,2000,cogs,1,actuals,636549.7030515
2025-06-01,2010,payment_fees,1,actuals,636066.9025
2025-06-01,2020,other_costs,1,actuals,482.8005515
2025-06-01,4000,commercial_costs,1,actuals,233282.193479
2025-06-01,4010,sales,1,actuals,121839.191388
2025-06-01,4011,sales_staff,1,actuals,112066.1495
2025-06-01,4012,sales_non_staff,1,actuals,9773.041888
2025-06-01,4020,marketing,1,actuals,95491.92817
2025-06-01,4021,marketing_staff,1,actuals,82538.84928
2025-06-01,4022,marketing_non_staff,1,actuals,12953.07889
2025-06-01,4030,csm,1,actuals,15951.073921
2025-06-01,4031,csm_staff,1,actuals,8644.954826
2025-06-01,4032,csm_non_staff,1,actuals,7306.119095
2025-06-01,6000,fixed_costs,1,actuals,306122.8813479999
2025-06-01,6010,development,1,actuals,188482.40798999998
2025-06-01,6011,development_staff,1,actuals,168117.2779
2025-06-01,6012,development_non_staff,1,actuals,20365.13009
2025-06-01,6020,product,1,actuals,42122.551665
2025-06-01,6021,product_staff,1,actuals,38619.99365
2025-06-01,6022,product_non_staff,1,actuals,3502.558015
2025-06-01,6030,talent,1,actuals,4336.524422
2025-06-01,6031,talent_staff,1,actuals,4336.524422
2025-06-01,6032,talent_non_staff,1,actuals,0.0
2025-06-01,6040,general_and_admin,1,actuals,62222.334950000004
2025-06-01,6041,general_and_admin_staff,1,actuals,51281.85846
2025-06-01,6042,general_and_admin_non_staff,1,actuals,10940.47649
2025-06-01,6050,data,1,actuals,8959.062321
2025-06-01,6051,data_staff,1,actuals,8959.062321
2025-06-01,6052,data_non_staff,1,actuals,0.0
2025-07-01,1000,revenue,1,actuals,15420389.257646402
2025-07-01,1010,subscriptions,1,actuals,15419381.14
2025-07-01,1020,services,1,actuals,514.5335732
2025-07-01,1030,others,1,actuals,493.5840732
2025-07-01,2000,cogs,1,actuals,621774.6303456001
2025-07-01,2010,payment_fees,1,actuals,621321.1985
2025-07-01,2020,other_costs,1,actuals,453.4318456
2025-07-01,4000,commercial_costs,1,actuals,214676.649906
2025-07-01,4010,sales,1,actuals,112375.89204400001
2025-07-01,4011,sales_staff,1,actuals,102780.2286
2025-07-01,4012,sales_non_staff,1,actuals,9595.663444
2025-07-01,4020,marketing,1,actuals,87729.75583000001
2025-07-01,4021,marketing_staff,1,actuals,74282.8098
2025-07-01,4022,marketing_non_staff,1,actuals,13446.94603
2025-07-01,4030,csm,1,actuals,14571.002032
2025-07-01,4031,csm_staff,1,actuals,7622.412752
2025-07-01,4032,csm_non_staff,1,actuals,6948.58928
2025-07-01,6000,fixed_costs,1,actuals,294915.578059
2025-07-01,6010,development,1,actuals,178709.15909
2025-07-01,6011,development_staff,1,actuals,159620.4449
2025-07-01,6012,development_non_staff,1,actuals,19088.71419
2025-07-01,6020,product,1,actuals,40254.215112000005
2025-07-01,6021,product_staff,1,actuals,36375.39319
2025-07-01,6022,product_non_staff,1,actuals,3878.821922
2025-07-01,6030,talent,1,actuals,4695.568267
2025-07-01,6031,talent_staff,1,actuals,4695.568267
2025-07-01,6032,talent_non_staff,1,actuals,0.0
2025-07-01,6040,general_and_admin,1,actuals,62375.92839
2025-07-01,6041,general_and_admin_staff,1,actuals,50726.12832
2025-07-01,6042,general_and_admin_non_staff,1,actuals,11649.80007
2025-07-01,6050,data,1,actuals,8880.7072
2025-07-01,6051,data_staff,1,actuals,8880.7072
2025-07-01,6052,data_non_staff,1,actuals,0.0
2025-08-01,1000,revenue,1,actuals,15191360.313191501
2025-08-01,1010,subscriptions,1,actuals,15190394.66
2025-08-01,1020,services,1,actuals,497.8491002
2025-08-01,1030,others,1,actuals,467.8040913
2025-08-01,2000,cogs,1,actuals,602485.9973002
2025-08-01,2010,payment_fees,1,actuals,601942.1413
2025-08-01,2020,other_costs,1,actuals,543.8560002
2025-08-01,4000,commercial_costs,1,actuals,218833.126129
2025-08-01,4010,sales,1,actuals,113412.679498
2025-08-01,4011,sales_staff,1,actuals,103720.8241
2025-08-01,4012,sales_non_staff,1,actuals,9691.855398
2025-08-01,4020,marketing,1,actuals,89843.75358
2025-08-01,4021,marketing_staff,1,actuals,77570.78668
2025-08-01,4022,marketing_non_staff,1,actuals,12272.9669
2025-08-01,4030,csm,1,actuals,15576.693051
2025-08-01,4031,csm_staff,1,actuals,8050.171803
2025-08-01,4032,csm_non_staff,1,actuals,7526.521248
2025-08-01,6000,fixed_costs,1,actuals,292981.721589
2025-08-01,6010,development,1,actuals,167789.84194
2025-08-01,6011,development_staff,1,actuals,148099.6148
2025-08-01,6012,development_non_staff,1,actuals,19690.22714
2025-08-01,6020,product,1,actuals,41081.966824
2025-08-01,6021,product_staff,1,actuals,37719.67431
2025-08-01,6022,product_non_staff,1,actuals,3362.292514
2025-08-01,6030,talent,1,actuals,5049.309059
2025-08-01,6031,talent_staff,1,actuals,5049.309059
2025-08-01,6032,talent_non_staff,1,actuals,0.0
2025-08-01,6040,general_and_admin,1,actuals,70267.28560999999
2025-08-01,6041,general_and_admin_staff,1,actuals,58266.24251
2025-08-01,6042,general_and_admin_non_staff,1,actuals,12001.0431
2025-08-01,6050,data,1,actuals,8793.318156
2025-08-01,6051,data_staff,1,actuals,8793.318156
2025-08-01,6052,data_non_staff,1,actuals,0.0
2025-09-01,1000,revenue,1,actuals,16042200.638332201
2025-09-01,1010,subscriptions,1,actuals,16041208.21
2025-09-01,1020,services,1,actuals,526.7729959
2025-09-01,1030,others,1,actuals,465.6553363
2025-09-01,2000,cogs,1,actuals,633586.1356978001
2025-09-01,2010,payment_fees,1,actuals,633088.0866
2025-09-01,2020,other_costs,1,actuals,498.0490978
2025-09-01,4000,commercial_costs,1,actuals,238163.13797399998
2025-09-01,4010,sales,1,actuals,127997.10512
2025-09-01,4011,sales_staff,1,actuals,117482.8284
2025-09-01,4012,sales_non_staff,1,actuals,10514.27672
2025-09-01,4020,marketing,1,actuals,94006.50532
2025-09-01,4021,marketing_staff,1,actuals,80255.45511
2025-09-01,4022,marketing_non_staff,1,actuals,13751.05021
2025-09-01,4030,csm,1,actuals,16159.527534
2025-09-01,4031,csm_staff,1,actuals,9120.377368
2025-09-01,4032,csm_non_staff,1,actuals,7039.150166
2025-09-01,6000,fixed_costs,1,actuals,294911.55939000007
2025-09-01,6010,development,1,actuals,171537.32726000002
2025-09-01,6011,development_staff,1,actuals,150076.3145
2025-09-01,6012,development_non_staff,1,actuals,21461.01276
2025-09-01,6020,product,1,actuals,38994.595904
2025-09-01,6021,product_staff,1,actuals,35686.33556
2025-09-01,6022,product_non_staff,1,actuals,3308.260344
2025-09-01,6030,talent,1,actuals,4628.83136
2025-09-01,6031,talent_staff,1,actuals,4628.83136
2025-09-01,6032,talent_non_staff,1,actuals,0.0
2025-09-01,6040,general_and_admin,1,actuals,71230.35162
2025-09-01,6041,general_and_admin_staff,1,actuals,59715.68216
2025-09-01,6042,general_and_admin_non_staff,1,actuals,11514.66946
2025-09-01,6050,data,1,actuals,8520.453246
2025-09-01,6051,data_staff,1,actuals,8520.453246
2025-09-01,6052,data_non_staff,1,actuals,0.0
2025-10-01,1000,revenue,1,actuals,18051705.3447867
2025-10-01,1010,subscriptions,1,actuals,18050662.34
2025-10-01,1020,services,1,actuals,535.7084343
2025-10-01,1030,others,1,actuals,507.2963524
2025-10-01,2000,cogs,1,actuals,649088.8230395999
2025-10-01,2010,payment_fees,1,actuals,648566.1018
2025-10-01,2020,other_costs,1,actuals,522.7212396
2025-10-01,4000,commercial_costs,1,actuals,218871.975034
2025-10-01,4010,sales,1,actuals,115530.43414
2025-10-01,4011,sales_staff,1,actuals,104617.0422
2025-10-01,4012,sales_non_staff,1,actuals,10913.39194
2025-10-01,4020,marketing,1,actuals,86785.71138000001
2025-10-01,4021,marketing_staff,1,actuals,72825.85356
2025-10-01,4022,marketing_non_staff,1,actuals,13959.85782
2025-10-01,4030,csm,1,actuals,16555.829514
2025-10-01,4031,csm_staff,1,actuals,8733.546493
2025-10-01,4032,csm_non_staff,1,actuals,7822.283021
2025-10-01,6000,fixed_costs,1,actuals,300645.425477
2025-10-01,6010,development,1,actuals,181925.88255
2025-10-01,6011,development_staff,1,actuals,163425.3942
2025-10-01,6012,development_non_staff,1,actuals,18500.48835
2025-10-01,6020,product,1,actuals,44075.355362
2025-10-01,6021,product_staff,1,actuals,40285.84121
2025-10-01,6022,product_non_staff,1,actuals,3789.514152
2025-10-01,6030,talent,1,actuals,4706.102688
2025-10-01,6031,talent_staff,1,actuals,4706.102688
2025-10-01,6032,talent_non_staff,1,actuals,0.0
2025-10-01,6040,general_and_admin,1,actuals,61507.960326
2025-10-01,6041,general_and_admin_staff,1,actuals,51557.90692
2025-10-01,6042,general_and_admin_non_staff,1,actuals,9950.053406
2025-10-01,6050,data,1,actuals,8430.124551
2025-10-01,6051,data_staff,1,actuals,8430.124551
2025-10-01,6052,data_non_staff,1,actuals,0.0
2025-11-01,1000,revenue,1,actuals,18232738.037168205
2025-11-01,1010,subscriptions,1,actuals,18231708.92
2025-11-01,1020,services,1,actuals,542.7439934
2025-11-01,1030,others,1,actuals,486.3731748
2025-11-01,2000,cogs,1,actuals,691211.4652653
2025-11-01,2010,payment_fees,1,actuals,690662.2204
2025-11-01,2020,other_costs,1,actuals,549.2448653
2025-11-01,4000,commercial_costs,1,actuals,216353.471749
2025-11-01,4010,sales,1,actuals,110858.21983
2025-11-01,4011,sales_staff,1,actuals,99741.33618
2025-11-01,4012,sales_non_staff,1,actuals,11116.88365
2025-11-01,4020,marketing,1,actuals,89134.002
2025-11-01,4021,marketing_staff,1,actuals,76254.41312
2025-11-01,4022,marketing_non_staff,1,actuals,12879.58888
2025-11-01,4030,csm,1,actuals,16361.249919000002
2025-11-01,4031,csm_staff,1,actuals,8750.517196
2025-11-01,4032,csm_non_staff,1,actuals,7610.732723
2025-11-01,6000,fixed_costs,1,actuals,296271.568977
2025-11-01,6010,development,1,actuals,172991.34691000002
2025-11-01,6011,development_staff,1,actuals,151657.5682
2025-11-01,6012,development_non_staff,1,actuals,21333.77871
2025-11-01,6020,product,1,actuals,39016.497703
2025-11-01,6021,product_staff,1,actuals,35271.02449
2025-11-01,6022,product_non_staff,1,actuals,3745.473213
2025-11-01,6030,talent,1,actuals,4700.107778
2025-11-01,6031,talent_staff,1,actuals,4700.107778
2025-11-01,6032,talent_non_staff,1,actuals,0.0
2025-11-01,6040,general_and_admin,1,actuals,70800.5971
2025-11-01,6041,general_and_admin_staff,1,actuals,60289.84289
2025-11-01,6042,general_and_admin_non_staff,1,actuals,10510.75421
2025-11-01,6050,data,1,actuals,8763.019486
2025-11-01,6051,data_staff,1,actuals,8763.019486
2025-11-01,6052,data_non_staff,1,actuals,0.0
2025-12-01,1000,revenue,1,actuals,18489192.180438302
2025-12-01,1010,subscriptions,1,actuals,18488222.48
2025-12-01,1020,services,1,actuals,462.3545283
2025-12-01,1030,others,1,actuals,507.34591
2025-12-01,2000,cogs,1,actuals,763847.7141595
2025-12-01,2010,payment_fees,1,actuals,763318.6648
2025-12-01,2020,other_costs,1,actuals,529.0493595
2025-12-01,4000,commercial_costs,1,actuals,214107.76209899999
2025-12-01,4010,sales,1,actuals,109067.11099
2025-12-01,4011,sales_staff,1,actuals,98184.22052
2025-12-01,4012,sales_non_staff,1,actuals,10882.89047
2025-12-01,4020,marketing,1,actuals,88911.65383000001
2025-12-01,4021,marketing_staff,1,actuals,76101.8684
2025-12-01,4022,marketing_non_staff,1,actuals,12809.78543
2025-12-01,4030,csm,1,actuals,16128.997279
2025-12-01,4031,csm_staff,1,actuals,9113.279677
2025-12-01,4032,csm_non_staff,1,actuals,7015.717602
2025-12-01,6000,fixed_costs,1,actuals,307945.444499
2025-12-01,6010,development,1,actuals,193111.32904
2025-12-01,6011,development_staff,1,actuals,171691.5125
2025-12-01,6012,development_non_staff,1,actuals,21419.81654
2025-12-01,6020,product,1,actuals,37908.044625999995
2025-12-01,6021,product_staff,1,actuals,34526.74552
2025-12-01,6022,product_non_staff,1,actuals,3381.299106
2025-12-01,6030,talent,1,actuals,4834.701633
2025-12-01,6031,talent_staff,1,actuals,4834.701633
2025-12-01,6032,talent_non_staff,1,actuals,0.0
2025-12-01,6040,general_and_admin,1,actuals,63127.001989000004
2025-12-01,6041,general_and_admin_staff,1,actuals,53263.76793
2025-12-01,6042,general_and_admin_non_staff,1,actuals,9863.234059
2025-12-01,6050,data,1,actuals,8964.367211
2025-12-01,6051,data_staff,1,actuals,8964.367211
2025-12-01,6052,data_non_staff,1,actuals,0.0
2026-01-01,1000,revenue,1,actuals,17182730.9983498
2026-01-01,1010,subscriptions,1,actuals,17181768.37
2026-01-01,1020,services,1,actuals,506.5125861
2026-01-01,1030,others,1,actuals,456.1157637
2026-01-01,2000,cogs,1,actuals,751199.3535431001
2026-01-01,2010,payment_fees,1,actuals,750728.5936
2026-01-01,2020,other_costs,1,actuals,470.7599431
2026-01-01,4000,commercial_costs,1,actuals,235859.64993199997
2026-01-01,4010,sales,1,actuals,114134.10235999999
2026-01-01,4011,sales_staff,1,actuals,103301.5563
2026-01-01,4012,sales_non_staff,1,actuals,10832.54606
2026-01-01,4020,marketing,1,actuals,103800.13726999999
2026-01-01,4021,marketing_staff,1,actuals,89127.48589
2026-01-01,4022,marketing_non_staff,1,actuals,14672.65138
2026-01-01,4030,csm,1,actuals,17925.410302
2026-01-01,4031,csm_staff,1,actuals,9646.235534
2026-01-01,4032,csm_non_staff,1,actuals,8279.174768
2026-01-01,6000,fixed_costs,1,actuals,316714.72075300006
2026-01-01,6010,development,1,actuals,186463.47265
2026-01-01,6011,development_staff,1,actuals,166745.9478
2026-01-01,6012,development_non_staff,1,actuals,19717.52485
2026-01-01,6020,product,1,actuals,44227.231191
2026-01-01,6021,product_staff,1,actuals,40497.35478
2026-01-01,6022,product_non_staff,1,actuals,3729.876411
2026-01-01,6030,talent,1,actuals,4518.582014
2026-01-01,6031,talent_staff,1,actuals,4518.582014
2026-01-01,6032,talent_non_staff,1,actuals,0.0
2026-01-01,6040,general_and_admin,1,actuals,72988.12969
2026-01-01,6041,general_and_admin_staff,1,actuals,61304.09415
2026-01-01,6042,general_and_admin_non_staff,1,actuals,11684.03554
2026-01-01,6050,data,1,actuals,8517.305208
2026-01-01,6051,data_staff,1,actuals,8517.305208
2026-01-01,6052,data_non_staff,1,actuals,0.0
2026-02-01,1000,revenue,1,actuals,16876462.995781496
2026-02-01,1010,subscriptions,1,actuals,16875481.72
2026-02-01,1020,services,1,actuals,498.829125
2026-02-01,1030,others,1,actuals,482.4466565
2026-02-01,2000,cogs,1,actuals,801975.7617312
2026-02-01,2010,payment_fees,1,actuals,801499.4065
2026-02-01,2020,other_costs,1,actuals,476.3552312
2026-02-01,4000,commercial_costs,1,actuals,242760.22644499998
2026-02-01,4010,sales,1,actuals,129232.44248
2026-02-01,4011,sales_staff,1,actuals,118624.961
2026-02-01,4012,sales_non_staff,1,actuals,10607.48148
2026-02-01,4020,marketing,1,actuals,96914.77692
2026-02-01,4021,marketing_staff,1,actuals,83178.46166
2026-02-01,4022,marketing_non_staff,1,actuals,13736.31526
2026-02-01,4030,csm,1,actuals,16613.007045
2026-02-01,4031,csm_staff,1,actuals,9299.783213
2026-02-01,4032,csm_non_staff,1,actuals,7313.223832
2026-02-01,6000,fixed_costs,1,actuals,300711.777089
2026-02-01,6010,development,1,actuals,177998.43091
2026-02-01,6011,development_staff,1,actuals,159178.8508
2026-02-01,6012,development_non_staff,1,actuals,18819.58011
2026-02-01,6020,product,1,actuals,39481.762211
2026-02-01,6021,product_staff,1,actuals,35399.15067
2026-02-01,6022,product_non_staff,1,actuals,4082.611541
2026-02-01,6030,talent,1,actuals,4796.52474
2026-02-01,6031,talent_staff,1,actuals,4796.52474
2026-02-01,6032,talent_non_staff,1,actuals,0.0
2026-02-01,6040,general_and_admin,1,actuals,69773.96598
2026-02-01,6041,general_and_admin_staff,1,actuals,58831.132
2026-02-01,6042,general_and_admin_non_staff,1,actuals,10942.83398
2026-02-01,6050,data,1,actuals,8661.093248
2026-02-01,6051,data_staff,1,actuals,8661.093248
2026-02-01,6052,data_non_staff,1,actuals,0.0
2026-03-01,1000,revenue,1,actuals,16935732.0026359
2026-03-01,1010,subscriptions,1,actuals,16934715.82
2026-03-01,1020,services,1,actuals,479.1675313
2026-03-01,1030,others,1,actuals,537.0151046
2026-03-01,2000,cogs,1,actuals,809791.5421888
2026-03-01,2010,payment_fees,1,actuals,809248.0418
2026-03-01,2020,other_costs,1,actuals,543.5003888
2026-03-01,4000,commercial_costs,1,actuals,247619.73630299995
2026-03-01,4010,sales,1,actuals,126227.96721999999
2026-03-01,4011,sales_staff,1,actuals,115960.7422
2026-03-01,4012,sales_non_staff,1,actuals,10267.22502
2026-03-01,4020,marketing,1,actuals,105347.89765
2026-03-01,4021,marketing_staff,1,actuals,91256.35594
2026-03-01,4022,marketing_non_staff,1,actuals,14091.54171
2026-03-01,4030,csm,1,actuals,16043.871433
2026-03-01,4031,csm_staff,1,actuals,8866.72993
2026-03-01,4032,csm_non_staff,1,actuals,7177.141503
2026-03-01,6000,fixed_costs,1,actuals,312367.37382100004
2026-03-01,6010,development,1,actuals,193077.85749000002
2026-03-01,6011,development_staff,1,actuals,171852.8176
2026-03-01,6012,development_non_staff,1,actuals,21225.03989
2026-03-01,6020,product,1,actuals,39571.064631
2026-03-01,6021,product_staff,1,actuals,35826.40513
2026-03-01,6022,product_non_staff,1,actuals,3744.659501
2026-03-01,6030,talent,1,actuals,4921.54026
2026-03-01,6031,talent_staff,1,actuals,4921.54026
2026-03-01,6032,talent_non_staff,1,actuals,0.0
2026-03-01,6040,general_and_admin,1,actuals,64458.09605
2026-03-01,6041,general_and_admin_staff,1,actuals,53442.48523
2026-03-01,6042,general_and_admin_non_staff,1,actuals,11015.61082
2026-03-01,6050,data,1,actuals,10338.81539
2026-03-01,6051,data_staff,1,actuals,10338.81539
2026-03-01,6052,data_non_staff,1,actuals,0.0
2026-04-01,1000,revenue,1,actuals,20402960.682421304
2026-04-01,1010,subscriptions,1,actuals,20402016.01
2026-04-01,1020,services,1,actuals,464.6180109
2026-04-01,1030,others,1,actuals,480.0544104
2026-04-01,2000,cogs,1,actuals,744468.755844
2026-04-01,2010,payment_fees,1,actuals,743921.3075
2026-04-01,2020,other_costs,1,actuals,547.448344
2026-04-01,4000,commercial_costs,1,actuals,232611.27022500001
